"Chemical Name","Male Rat Chronic Bioassay Level of Evidence","Female Rat Chronic Bioassay Level of Evidence","Male Mouse Chronic Bioassay Level of Evidence","Female Mouse Chronic Bioassay Level of Evidence","Male Hamster Chronic Bioassay Level of Evidence","Female Hamster Chronic Bioassay Level of Evidence","Male Fish Chronic Bioassay Level of Evidence","Female Fish Chronic Bioassay Level of Evidence","Multiple Level of Evidence Conclusion? T/F","Bacterial Mutagenicity Conclusion","Male Rat Micronucleus Conclusion","Female Rat Micronucleus Conclusion","Male Mouse Micronucleus Conclusion","Female Mouse Micronucleus Conclusion","In Vitro Micronucleus Conclusion","Male Rat Comet Assay Conclusion","Female Rat Comet Assay Conclusion","Male Mouse Comet Assay Conclusion","Female Mouse Comet Assay Conclusion","NTP Publication Number",DTXSID,CASRN
"Furfuryl alcohol","Some Evidence","Equivocal Evidence","Some Evidence","No Evidence",,,,,F,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=98-00-0)",,,Negative,,,,,,,TR-482,DTXSID2025347," 98-00-0 ( https://cebs.niehs.nih.gov/cebs/test_article/98-00-0)"
Pentachloroanisole,"Some Evidence","Equivocal Evidence","Some Evidence","No Evidence",,,,,F,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=1825-21-4)",,,,,,,,,,TR-414,DTXSID2021103," 1825-21-4 ( https://cebs.niehs.nih.gov/cebs/test_article/1825-21-4)"
Benzophenone,"Some Evidence","Equivocal Evidence","Some Evidence","Some Evidence",,,,,F,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=119-61-9)",,,Negative,Negative,,,,,,TR-533,DTXSID0021961," 119-61-9 ( https://cebs.niehs.nih.gov/cebs/test_article/119-61-9)"
"Methyl isobutyl ketone","Some Evidence","Equivocal Evidence","Some Evidence","Some Evidence",,,,,F,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=108-10-1)",,,,,,,,,,TR-538,DTXSID5021889," 108-10-1 ( https://cebs.niehs.nih.gov/cebs/test_article/108-10-1)"
Dichlorvos,"Some Evidence",Negative,"Some Evidence","Clear Evidence",,,,,T,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=62-73-7)",Negative,,,,,,,,,"TR-010 | TR-342",DTXSID5020449," 62-73-7 ( https://cebs.niehs.nih.gov/cebs/test_article/62-73-7)"
"C.I. Direct Blue 218","Some Evidence","No Evidence","Clear Evidence","Clear Evidence",,,,,F,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=28407-37-6)",,,,,,,,,,TR-430,DTXSID2020187," 28407-37-6 ( https://cebs.niehs.nih.gov/cebs/test_article/28407-37-6)"
Pentachlorophenol,"Some Evidence","No Evidence","Clear Evidence","Clear Evidence",,,,,T,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=87-86-5)",Negative,,Negative,,,,,,,"TR-349 | TR-483",DTXSID7021106," 87-86-5 ( https://cebs.niehs.nih.gov/cebs/test_article/87-86-5)"
Furfural,"Some Evidence","No Evidence","Clear Evidence","Some Evidence",,,,,F,"Negative; Equivocal (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=98-01-1)",,,,,,,,,,TR-382,DTXSID1020647," 98-01-1 ( https://cebs.niehs.nih.gov/cebs/test_article/98-01-1)"
alpha-Methylstyrene,"Some Evidence","No Evidence","Equivocal Evidence","Clear Evidence",,,,,F,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=98-83-9)",,,Negative,Positive,,,,,,TR-543,DTXSID9025661," 98-83-9 ( https://cebs.niehs.nih.gov/cebs/test_article/98-83-9)"
Isophorone,"Some Evidence","No Evidence","Equivocal Evidence","No Evidence",,,,,F,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=78-59-1)",,,,,,,,,,TR-291,DTXSID8020759," 78-59-1 ( https://cebs.niehs.nih.gov/cebs/test_article/78-59-1)"
"tert-Butyl alcohol","Some Evidence","No Evidence","Equivocal Evidence","Some Evidence",,,,,F,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=75-65-0)",Negative,,Negative,Negative,,,,,,TR-436,DTXSID8020204," 75-65-0 ( https://cebs.niehs.nih.gov/cebs/test_article/75-65-0)"
Nitrofurantoin,"Some Evidence","No Evidence","No Evidence","Clear Evidence",,,,,F,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=67-20-9)",,,Negative,,,,,,,TR-341,DTXSID7020972," 67-20-9 ( https://cebs.niehs.nih.gov/cebs/test_article/67-20-9)"
Tetrahydrofuran,"Some Evidence","No Evidence","No Evidence","Clear Evidence",,,,,F,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=109-99-9)",,,Equivocal,Negative,,,,,,TR-475,DTXSID1021328," 109-99-9 ( https://cebs.niehs.nih.gov/cebs/test_article/109-99-9)"
"N,N-Dimethylaniline","Some Evidence","No Evidence","No Evidence","Equivocal Evidence",,,,,F,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=121-69-7)",,,,,,,,,,TR-360,DTXSID2020507," 121-69-7 ( https://cebs.niehs.nih.gov/cebs/test_article/121-69-7)"
"Stoddard solvent (type lIC)","Some Evidence","No Evidence","No Evidence","Equivocal Evidence",,,,,F,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=64742-88-7)",,,Negative,Negative,,,,,,TR-519,DTXSID4026052," 64742-88-7 ( https://cebs.niehs.nih.gov/cebs/test_article/64742-88-7)"
"1,2-Dihydro-2,2,4-trimethylquinoline (monomer)","Some Evidence","No Evidence","No Evidence","No Evidence",,,,,F,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=147-47-7)",,,Negative,Negative,,,,,,TR-456,DTXSID0025070," 147-47-7 ( https://cebs.niehs.nih.gov/cebs/test_article/147-47-7)"
2-Amino-4-nitrophenol,"Some Evidence","No Evidence","No Evidence","No Evidence",,,,,F,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=99-57-0)",Negative,,Negative,,,,,,,TR-339,DTXSID6020062," 99-57-0 ( https://cebs.niehs.nih.gov/cebs/test_article/99-57-0)"
2-Amino-5-nitrophenol,"Some Evidence","No Evidence","No Evidence","No Evidence",,,,,F,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=121-88-0)",,,,,,,,,,TR-334,DTXSID1020063," 121-88-0 ( https://cebs.niehs.nih.gov/cebs/test_article/121-88-0)"
Isobutene,"Some Evidence","No Evidence","No Evidence","No Evidence",,,,,F,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=115-11-7)",,,Negative,Negative,,,,,,TR-487,DTXSID9020748," 115-11-7 ( https://cebs.niehs.nih.gov/cebs/test_article/115-11-7)"
"alpha-Methylbenzyl alcohol","Some Evidence","No Evidence","No Evidence","No Evidence",,,,,F,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=98-85-1)",,,,,,,,,,TR-369,DTXSID1020859," 98-85-1 ( https://cebs.niehs.nih.gov/cebs/test_article/98-85-1)"
"alpha/beta Thujone mixture","Some Evidence","No Evidence","No Evidence","No Evidence",,,,,F,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=76231-76-0)",,,Negative,Positive,,,,,,TR-570,DTXSID3040774," 76231-76-0 ( https://cebs.niehs.nih.gov/cebs/test_article/76231-76-0)"
"3,4-Dihydrocoumarin","Some Evidence","No Evidence","No Evidence","Some Evidence",,,,,F,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=119-84-6)",,,Negative,Negative,,,,,,TR-423,DTXSID2020474," 119-84-6 ( https://cebs.niehs.nih.gov/cebs/test_article/119-84-6)"
"Iodinated glycerol","Some Evidence","No Evidence","No Evidence","Some Evidence",,,,,F,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=5634-39-9)",,,Negative,,,,,,,TR-340,DTXSID4020741," 5634-39-9 ( https://cebs.niehs.nih.gov/cebs/test_article/5634-39-9)"
"Methylene blue trihydrate","Some Evidence","No Evidence","Some Evidence","Equivocal Evidence",,,,,F,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=7220-79-3)",,,Negative,Negative,,,,,,TR-540,DTXSID0025600," 7220-79-3 ( https://cebs.niehs.nih.gov/cebs/test_article/7220-79-3)"
"Propargyl alcohol","Some Evidence","No Evidence","Some Evidence","Some Evidence",,,,,F,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=107-19-7)",,,Negative,Equivocal,,,,,,TR-552,DTXSID5021883," 107-19-7 ( https://cebs.niehs.nih.gov/cebs/test_article/107-19-7)"
"Dimethyl methylphosphonate","Some Evidence","No Evidence",,"No Evidence",,,,,F,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=756-79-6)",,,,,,,,,,TR-323,DTXSID0020494," 756-79-6 ( https://cebs.niehs.nih.gov/cebs/test_article/756-79-6)"
"Asbestos, chrysotile","Some Evidence","No Evidence",,,Negative,Negative,,,T," ()",,,,,,,,,,"TR-246 | TR-295",DTXSID0030742," 12001-29-5 ( https://cebs.niehs.nih.gov/cebs/test_article/12001-29-5)"
Quercetin,"Some Evidence","No Evidence",,,,,,,F,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=117-39-5)",,,,,,,,,,TR-409,DTXSID4021218," 117-39-5 ( https://cebs.niehs.nih.gov/cebs/test_article/117-39-5)"
"Butyl benzyl phthalate","Some Evidence",Positive,Negative,Negative,,,,,T,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=85-68-7)",,,Negative,,,,,,,"TR-213 | TR-458",DTXSID3020205," 85-68-7 ( https://cebs.niehs.nih.gov/cebs/test_article/85-68-7)"
"1,2-Propylene oxide","Some Evidence","Some Evidence","Clear Evidence","Clear Evidence",,,,,F,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=75-56-9)",,,Negative,,,,,,,TR-267,DTXSID5021207," 75-56-9 ( https://cebs.niehs.nih.gov/cebs/test_article/75-56-9)"
"Antimony Trioxide","Some Evidence","Some Evidence","Clear Evidence","Clear Evidence",,,,,F," ()",Negative,Negative,Positive,Positive,,Negative,Negative,Positive,Positive,TR-590,DTXSID4023880," 1309-64-4 ( https://cebs.niehs.nih.gov/cebs/test_article/1309-64-4)"
"Dibromoacetic acid","Some Evidence","Some Evidence","Clear Evidence","Clear Evidence",,,,,F,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=631-64-1)",,,Positive,Negative,,,,,,TR-537,DTXSID1023815," 631-64-1 ( https://cebs.niehs.nih.gov/cebs/test_article/631-64-1)"
"Ginkgo biloba extract","Some Evidence","Some Evidence","Clear Evidence","Clear Evidence",,,,,F,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=90045-36-6)",Negative,,Negative,Equivocal,,,,,,TR-578,DTXSID8031366," 90045-36-6 ( https://cebs.niehs.nih.gov/cebs/test_article/90045-36-6)"
Salicylazosulfapyridine,"Some Evidence","Some Evidence","Clear Evidence","Clear Evidence",,,,,F,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=599-79-1)",Equivocal,,"Positive; Negative",Positive,,,,,,TR-457,DTXSID0021256," 599-79-1 ( https://cebs.niehs.nih.gov/cebs/test_article/599-79-1)"
"p-Chloro-a,a,a-trifluorotoluene","Some Evidence","Some Evidence","Clear Evidence","Clear Evidence",,,,,F,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=98-56-6)",Equivocal,Negative,Positive,Equivocal,,,,,,TR-594,DTXSID7024821," 98-56-6 ( https://cebs.niehs.nih.gov/cebs/test_article/98-56-6)"
"Decabromodiphenyl Ether","Some Evidence","Some Evidence","Equivocal Evidence","No Evidence",,,,,F,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=1163-19-5)",Positive,,,,,,,,,TR-309,DTXSID9020376," 1163-19-5 ( https://cebs.niehs.nih.gov/cebs/test_article/1163-19-5)"
"2,3-Butanedione","Some Evidence","Some Evidence","No Evidence","Equivocal Evidence",,,,,F,"Weakly Positive; Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=431-03-8)",Negative,Negative,Negative,Negative,,,,,,TR-593,DTXSID6021583," 431-03-8 ( https://cebs.niehs.nih.gov/cebs/test_article/431-03-8)"
2-Mercaptobenzothiazole,"Some Evidence","Some Evidence","No Evidence","Equivocal Evidence",,,,,F,"Negative; Equivocal (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=149-30-4)",Negative,,Negative,,,,,,,TR-332,DTXSID1020807," 149-30-4 ( https://cebs.niehs.nih.gov/cebs/test_article/149-30-4)"
"Nickel (II) oxide","Some Evidence","Some Evidence","No Evidence","Equivocal Evidence",,,,,F,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=1313-99-1)",,,Negative,Negative,,,,,,TR-451,DTXSID7025710," 1313-99-1 ( https://cebs.niehs.nih.gov/cebs/test_article/1313-99-1)"
"Sodium chlorate","Some Evidence","Some Evidence","No Evidence","Equivocal Evidence",,,,,F,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=7775-09-9)",,,Negative,Negative,,,,,,TR-517,DTXSID7026025," 7775-09-9 ( https://cebs.niehs.nih.gov/cebs/test_article/7775-09-9)"
Tetralin,"Some Evidence","Some Evidence","No Evidence","Equivocal Evidence",,,,,F,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=119-64-2)",,,Negative,Negative,,,,,,TR-561,DTXSID1026118," 119-64-2 ( https://cebs.niehs.nih.gov/cebs/test_article/119-64-2)"
"Dimethyl morpholinophosphoramidate","Some Evidence","Some Evidence","No Evidence","No Evidence",,,,,F,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=597-25-1)",,,,,,,,,,TR-298,DTXSID5020495," 597-25-1 ( https://cebs.niehs.nih.gov/cebs/test_article/597-25-1)"
Hydroquinone,"Some Evidence","Some Evidence","No Evidence","Some Evidence",,,,,F,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=123-31-9)",,,Positive,,,,,,,TR-366,DTXSID7020716," 123-31-9 ( https://cebs.niehs.nih.gov/cebs/test_article/123-31-9)"
"C.I. Pigment Red 3","Some Evidence","Some Evidence","Some Evidence","No Evidence",,,,,F,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=2425-85-6)",,,,,,,,,,TR-407,DTXSID8021226," 2425-85-6 ( https://cebs.niehs.nih.gov/cebs/test_article/2425-85-6)"
"D&C Yellow No. 11","Some Evidence","Some Evidence",,,,,,,F,"Weakly Positive; Equivocal (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=8003-22-3)",,,Negative,Negative,,,,,,TR-463,DTXSID7024906," 8003-22-3 ( https://cebs.niehs.nih.gov/cebs/test_article/8003-22-3)"
"3,3,4,4,5-Pentachlorobiphenyl",,"Clear Evidence",,,,,,,F," ()",,,,,,,,,,TR-520,DTXSID3032179," 57465-28-8 ( https://cebs.niehs.nih.gov/cebs/test_article/57465-28-8)"
"Toxic equivalency factor evaluation (Binary mixture; PCB 126/PCB 153)",,"Clear Evidence",,,,,,,F," ()",,,,,,,,,,TR-530,DTXSID4032114," TEFBINARYMIX ( https://cebs.niehs.nih.gov/cebs/test_article/TEFBINARYMIX)"
"Toxic equivalency factor evaluation (Dioxin mixture)",,"Clear Evidence",,,,,,,F," ()",,,,,,,,,,TR-526,DTXSID9032115," TEFDIOXINMIX ( https://cebs.niehs.nih.gov/cebs/test_article/TEFDIOXINMIX)"
"Toxic equivalency factor evaluation (PCB 118)",,"Clear Evidence",,,,,,,F," ()",,,,,,,,,,TR-559,DTXSID4032116," 31508-00-6 ( https://cebs.niehs.nih.gov/cebs/test_article/31508-00-6)"
"Toxic equivalency factor evaluation (PCB Mixture; PCB 126/PCB 118)",,"Clear Evidence",,,,,,,F," ()",,,,,,,,,,TR-531,DTXSID9032117," TEFPCBMIX ( https://cebs.niehs.nih.gov/cebs/test_article/TEFPCBMIX)"
"Malachite green",,"Equivocal Evidence",,"No Evidence",,,,,F,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=569-64-2)",Negative,,Negative,Negative,,,,,,TR-527,DTXSID1025512," 569-64-2 ( https://cebs.niehs.nih.gov/cebs/test_article/569-64-2)"
"2,2'-4,4',5,5'-Hexachlorobiphenyl (PCB 153)",,"Equivocal Evidence",,,,,,,F," ()",,,,,,,,,,TR-529,DTXSID2032180," 35065-27-1 ( https://cebs.niehs.nih.gov/cebs/test_article/35065-27-1)"
Endosulfan,,Negative,,Negative,,,,,F,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=115-29-7)",,,,,,,,,,TR-062,DTXSID1020560," 115-29-7 ( https://cebs.niehs.nih.gov/cebs/test_article/115-29-7)"
"2,3,4,7,8-Pentachlorodibenzofuran",,"Some Evidence",,,,,,,F," ()",,,,,,,,,,TR-525,DTXSID7030066," 57117-31-4 ( https://cebs.niehs.nih.gov/cebs/test_article/57117-31-4)"
"1,3-Butadiene",,,"Clear Evidence","Clear Evidence",,,,,T,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=106-99-0)",,,Positive,,,,,,,"TR-288 | TR-434",DTXSID3020203," 106-99-0 ( https://cebs.niehs.nih.gov/cebs/test_article/106-99-0)"
"3'-Azido-3'-deoxythymidine (AIDS)",,,"Clear Evidence","Clear Evidence",,,,,T,"Weakly Positive; Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=30516-87-1)",,,Positive,,,,,,,"TR-469 | TR-522 | TR-569",DTXSID8020127," 30516-87-1 ( https://cebs.niehs.nih.gov/cebs/test_article/30516-87-1)"
Acrylonitrile,,,"Clear Evidence","Clear Evidence",,,,,F,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=107-13-1)",,,Negative,Negative,,,,,,TR-506,DTXSID5020029," 107-13-1 ( https://cebs.niehs.nih.gov/cebs/test_article/107-13-1)"
"Ethylene oxide",,,"Clear Evidence","Clear Evidence",,,,,F," ()",,,,,,,,,,TR-326,DTXSID0020600," 75-21-8 ( https://cebs.niehs.nih.gov/cebs/test_article/75-21-8)"
Urethane,,,"Clear Evidence","Clear Evidence",,,,,F,"Positive; Equivocal (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=51-79-6)",,,"Positive; Negative",Positive,,,,,,TR-510,DTXSID9021427," 51-79-6 ( https://cebs.niehs.nih.gov/cebs/test_article/51-79-6)"
"Urethane + ethanol (combination)",,,"Clear Evidence","Clear Evidence",,,,,F," ()",,,Positive,Positive,,,,,,TR-510,DTXSID2032267," URETHCOMB ( https://cebs.niehs.nih.gov/cebs/test_article/URETHCOMB)"
"Diesel fuel marine",,,"Equivocal Evidence","Equivocal Evidence",,,,,F,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=DIESELFUEL)",,,,,,,,,,TR-310,DTXSID1031175," DIESELFUEL ( https://cebs.niehs.nih.gov/cebs/test_article/DIESELFUEL)"
p-Nitroaniline,,,"Equivocal Evidence","No Evidence",,,,,F,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=100-01-6)",,,,,,,,,,TR-418,DTXSID8020961," 100-01-6 ( https://cebs.niehs.nih.gov/cebs/test_article/100-01-6)"
Chloropicrin,,,Negative,Negative,,,,,F,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=76-06-2)",,,,,,,,,,TR-065,DTXSID0020315," 76-06-2 ( https://cebs.niehs.nih.gov/cebs/test_article/76-06-2)"
Selsun,,,Negative,Negative,,,,,F,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=EMTDP-74)",,,,,,,,,,TR-199,DTXSID8026014," EMTDP-74 ( https://cebs.niehs.nih.gov/cebs/test_article/EMTDP-74)"
Trichlorofluoromethane,,,Negative,Negative,,,,,F,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=75-69-4)",,,,,,,,,,TR-106,DTXSID5021384," 75-69-4 ( https://cebs.niehs.nih.gov/cebs/test_article/75-69-4)"
"Boric acid",,,"No Evidence","No Evidence",,,,,F,"Negative; Equivocal (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=10043-35-3)",,,,,,,,,,TR-324,DTXSID1020194," 10043-35-3 ( https://cebs.niehs.nih.gov/cebs/test_article/10043-35-3)"
"Chlorinated trisodium phosphate",,,"No Evidence","No Evidence",,,,,F,"Weakly Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=56802-99-4)",,,,,,,,,,TR-294,DTXSID1020271," 56802-99-4 ( https://cebs.niehs.nih.gov/cebs/test_article/56802-99-4)"
D-Carvone,,,"No Evidence","No Evidence",,,,,F,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=2244-16-8)",,,,,,,,,,TR-381,DTXSID8020256," 2244-16-8 ( https://cebs.niehs.nih.gov/cebs/test_article/2244-16-8)"
"Ethylene glycol",,,"No Evidence","No Evidence",,,,,F,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=107-21-1)",,,,,,,,,,TR-413,DTXSID8020597," 107-21-1 ( https://cebs.niehs.nih.gov/cebs/test_article/107-21-1)"
"Methyl bromide",,,"No Evidence","No Evidence",,,,,F,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=74-83-9)",,,Positive,Positive,,,,,,TR-385,DTXSID8020832," 74-83-9 ( https://cebs.niehs.nih.gov/cebs/test_article/74-83-9)"
"Navy fuels JP-5",,,"No Evidence","No Evidence",,,,,F,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=8008-20-6)",,,,,,,,,,TR-310,DTXSID3025704," 8008-20-6 ( https://cebs.niehs.nih.gov/cebs/test_article/8008-20-6)"
"alpha/beta Hydroxy acids (glycolic acid, salicylic acid)",,,"No Evidence","No Evidence",,,,,F," ()",,,,,,,,,,TR-524,DTXSID7026368," HYDROXGLYSAL ( https://cebs.niehs.nih.gov/cebs/test_article/HYDROXGLYSAL)"
o-Phenylphenol,,,"No Evidence","No Evidence",,,,,F,"Weakly Positive; Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=90-43-7)",,,,,,,,,,TR-301,DTXSID2021151," 90-43-7 ( https://cebs.niehs.nih.gov/cebs/test_article/90-43-7)"
p-Nitrophenol,,,"No Evidence","No Evidence",,,,,F,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=100-02-7)",,,,,,,,,,TR-417,DTXSID0021834," 100-02-7 ( https://cebs.niehs.nih.gov/cebs/test_article/100-02-7)"
"Chloral hydrate",,,"Some Evidence","Equivocal Evidence",,,,,T,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=302-17-0)",,,Positive,,,,,,,"TR-502 | TR-503",DTXSID7020261," 302-17-0 ( https://cebs.niehs.nih.gov/cebs/test_article/302-17-0)"
4-Vinylcyclohexene,,,,"Clear Evidence",,,,,F,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=100-40-3)",,,,,,,,,,TR-303,DTXSID3021437," 100-40-3 ( https://cebs.niehs.nih.gov/cebs/test_article/100-40-3)"
"Polyvinyl alcohol",,,,"No Evidence",,,,,F," ()",,,,,,,,,,TR-474,DTXSID4031930," 9002-89-5 ( https://cebs.niehs.nih.gov/cebs/test_article/9002-89-5)"
5-Azacytidine,,,,Positive,,,,,F,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=320-67-2)",,,Positive,,,,,,,TR-042,DTXSID9020116," 320-67-2 ( https://cebs.niehs.nih.gov/cebs/test_article/320-67-2)"
"((o-Carboxyphenyl)thio)ethylmercury sodium salt",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=54-64-8)",,,,,,,,,,,DTXSID3025540," 54-64-8 ( https://cebs.niehs.nih.gov/cebs/test_article/54-64-8)"
(+)-2-Methylbutyl-4-methoxybenzyladine-4'-aminocyannate,,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=24140-30-5)",,,,,,,,,,,DTXSID4025581," 24140-30-5 ( https://cebs.niehs.nih.gov/cebs/test_article/24140-30-5)"
"(2-Dodecenyl)succinic anhydride",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=19780-11-1)",,,,,,,,,,,DTXSID7025217," 19780-11-1 ( https://cebs.niehs.nih.gov/cebs/test_article/19780-11-1)"
"(3-Methylbutoxy)acetic acid, 2-propenyl ester",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=67634-00-8)",,,,,,,,,,,DTXSID9025580," 67634-00-8 ( https://cebs.niehs.nih.gov/cebs/test_article/67634-00-8)"
(Diethylamino)ethanol,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=100-37-8)",,,,,,,,,,,DTXSID5021837," 100-37-8 ( https://cebs.niehs.nih.gov/cebs/test_article/100-37-8)"
"(E)-1,4-Dibromo-2-butene",,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=821-06-7)",,,,,,,,,,,DTXSID8024941," 821-06-7 ( https://cebs.niehs.nih.gov/cebs/test_article/821-06-7)"
(o-Nitrophenyl)acetonitrile,,,,,,,,,,"Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=610-66-2)",,,,,,,,,,,DTXSID7025768," 610-66-2 ( https://cebs.niehs.nih.gov/cebs/test_article/610-66-2)"
1(2H)-Phthalazinone,,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=119-39-1)",,,,,,,,,,,DTXSID4025903," 119-39-1 ( https://cebs.niehs.nih.gov/cebs/test_article/119-39-1)"
"1,1'-(1,2-Ethanediylbis(thio))bis-benzene",,,,,,,,,,"Negative (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=622-20-8)",,,,,,,,,,,DTXSID1024625," 622-20-8 ( https://cebs.niehs.nih.gov/cebs/test_article/622-20-8)"
"1,1,1,2-Tetrabromoethane",,,,,,,,,,"Weakly Positive (https://cebs.niehs.nih.gov/datasets/search/ames?casrn=630-16-0)",,,,,,,,,,,DTXSID6026082," 630-16-0 ( https://cebs.niehs.nih.gov/cebs/test_article/630-16-0)"
