"Publication No."	"Publication Title"	"CASRN"	"Test Article Name"	"Test Article No."	"Testing Status URL"	"Study No."	"Species"	"Sex"	"Route"	"Exposure"	"Organ"	"Level of Evidence"	"Tumor Type/Incidence"	"Finding Type"	"Lab"	"Peer Review Date"	"Description"
"20325-40-0"	"R: 0,80,170,330 PPM /70,45,75,70 PER GROUP RESPECTIVELY"	"Mesothelium (Abdominal Cavity/Tunica Vaginalis)"	"TR-372"	"MESOTHELIOMA 2/60 1/45 7/75 6/60"	"Clear Evidence"	"Male"	"Dosed-Water"	"Rats"	"Hazleton, Vienna"	"06/27/1989"	"Toxicology and Carcinogenesis Studies of 3,3'-Dimethoxybenzidine Dihydrochloride (CASRN 20325-40-0) in F344/N Rats (Drinking Water Studies)"	"Neoplastic Lesions"	"C99989"	"3,3'-Dimethoxybenzidine dihydrochloride"	"10776-A"	"http://ntp.niehs.nih.gov/go/TS-10776-A"	"Production of dyes"
"20325-40-0"	"R: 0,80,170,330 PPM /70,45,75,70 PER GROUP RESPECTIVELY"	"Oral Cavity"	"TR-372"	"SQUAMOUS CELL PAPILLOMA 2/60 2/45 3/75 3/60 OR SQUAMOUS CELL CARCINOMA 0/60 0/45 3/75 2/60 COMBINED 2/60 2/45 6/75 5/60"	"Clear Evidence"	"Female"	"Dosed-Water"	"Rats"	"Hazleton, Vienna"	"06/27/1989"	"Toxicology and Carcinogenesis Studies of 3,3'-Dimethoxybenzidine Dihydrochloride (CASRN 20325-40-0) in F344/N Rats (Drinking Water Studies)"	"Neoplastic Lesions"	"C99989"	"3,3'-Dimethoxybenzidine dihydrochloride"	"10776-A"	"http://ntp.niehs.nih.gov/go/TS-10776-A"	"Production of dyes"
"20325-40-0"	"R: 0,80,170,330 PPM /70,45,75,70 PER GROUP RESPECTIVELY"	"Oral Cavity"	"TR-372"	"SQUAMOUS CELL PAPILLOMA 1/60 7/45 10/75 9/60; SQUAMOUS CELL PAPILLOMA OR SQUAMOUS CELL CARCINOMA 0/60 1/45 0/75 2/60 COMBINED 1/60 8/45 10/75 11/60"	"Clear Evidence"	"Male"	"Dosed-Water"	"Rats"	"Hazleton, Vienna"	"06/27/1989"	"Toxicology and Carcinogenesis Studies of 3,3'-Dimethoxybenzidine Dihydrochloride (CASRN 20325-40-0) in F344/N Rats (Drinking Water Studies)"	"Neoplastic Lesions"	"C99989"	"3,3'-Dimethoxybenzidine dihydrochloride"	"10776-A"	"http://ntp.niehs.nih.gov/go/TS-10776-A"	"Production of dyes"
"20325-40-0"	"R: 0,80,170,330 PPM /70,45,75,70 PER GROUP RESPECTIVELY"	"Preputial Gland"	"TR-372"	"ADENOMA 14/60 6/43 19/73 12/59 OR CARCINOMA 2/60 6/43 15/73 19/59 COMBINED 16/60 12/43 33/73 29/59"	"Clear Evidence"	"Male"	"Dosed-Water"	"Rats"	"Hazleton, Vienna"	"06/27/1989"	"Toxicology and Carcinogenesis Studies of 3,3'-Dimethoxybenzidine Dihydrochloride (CASRN 20325-40-0) in F344/N Rats (Drinking Water Studies)"	"Neoplastic Lesions"	"C99989"	"3,3'-Dimethoxybenzidine dihydrochloride"	"10776-A"	"http://ntp.niehs.nih.gov/go/TS-10776-A"	"Production of dyes"
"20325-40-0"	"R: 0,80,170,330 PPM /70,45,75,70 PER GROUP RESPECTIVELY"	"Skin"	"TR-372"	"SQUAMOUS CELL PAPILLOMA 0/60 0/45 3/75 0/60; BASAL CELL NEOPLASMS 0/60 4/45 3/75 2/60"	"Clear Evidence"	"Female"	"Dosed-Water"	"Rats"	"Hazleton, Vienna"	"06/27/1989"	"Toxicology and Carcinogenesis Studies of 3,3'-Dimethoxybenzidine Dihydrochloride (CASRN 20325-40-0) in F344/N Rats (Drinking Water Studies)"	"Neoplastic Lesions"	"C99989"	"3,3'-Dimethoxybenzidine dihydrochloride"	"10776-A"	"http://ntp.niehs.nih.gov/go/TS-10776-A"	"Production of dyes"
"20325-40-0"	"R: 0,80,170,330 PPM /70,45,75,70 PER GROUP RESPECTIVELY"	"Skin"	"TR-372"	"BASAL CELL OR SEBACEOUS GLAND NEOPLASMS 2/60 33/45 56/75 41/60; SQUAMOUS CELL NEOPLASMS 0/60 13/45 28/75 22/60"	"Clear Evidence"	"Male"	"Dosed-Water"	"Rats"	"Hazleton, Vienna"	"06/27/1989"	"Toxicology and Carcinogenesis Studies of 3,3'-Dimethoxybenzidine Dihydrochloride (CASRN 20325-40-0) in F344/N Rats (Drinking Water Studies)"	"Neoplastic Lesions"	"C99989"	"3,3'-Dimethoxybenzidine dihydrochloride"	"10776-A"	"http://ntp.niehs.nih.gov/go/TS-10776-A"	"Production of dyes"
"20325-40-0"	"R: 0,80,170,330 PPM /70,45,75,70 PER GROUP RESPECTIVELY"	"Uterus/Cervix"	"TR-372"	"ADENOMA 0/60 3/45 1/75 2/59 OR CARCINOMA 0/60 1/45 1/75 0/59 COMBINED 0/60 4/45 2/75 2/59"	"Clear Evidence"	"Female"	"Dosed-Water"	"Rats"	"Hazleton, Vienna"	"06/27/1989"	"Toxicology and Carcinogenesis Studies of 3,3'-Dimethoxybenzidine Dihydrochloride (CASRN 20325-40-0) in F344/N Rats (Drinking Water Studies)"	"Neoplastic Lesions"	"C99989"	"3,3'-Dimethoxybenzidine dihydrochloride"	"10776-A"	"http://ntp.niehs.nih.gov/go/TS-10776-A"	"Production of dyes"
"20325-40-0"	"R: 0,80,170,330 PPM /70,45,75,70 PER GROUP RESPECTIVELY"	"Zymbal Gland"	"TR-372"	"ADENOMA 0/60 3/45 4/75 3/60 OR CARCINOMA 1/60 10/45 17/75 13/60 COMBINED 1/60 12/45 21/75 16/60"	"Clear Evidence"	"Female"	"Dosed-Water"	"Rats"	"Hazleton, Vienna"	"06/27/1989"	"Toxicology and Carcinogenesis Studies of 3,3'-Dimethoxybenzidine Dihydrochloride (CASRN 20325-40-0) in F344/N Rats (Drinking Water Studies)"	"Neoplastic Lesions"	"C99989"	"3,3'-Dimethoxybenzidine dihydrochloride"	"10776-A"	"http://ntp.niehs.nih.gov/go/TS-10776-A"	"Production of dyes"
"20325-40-0"	"R: 0,80,170,330 PPM /70,45,75,70 PER GROUP RESPECTIVELY"	"Zymbal Gland"	"TR-372"	"ADENOMA 0/59 4/45 11/75 9/60; CARCINOMA 0/59 7/45 14/75 21/60"	"Clear Evidence"	"Male"	"Dosed-Water"	"Rats"	"Hazleton, Vienna"	"06/27/1989"	"Toxicology and Carcinogenesis Studies of 3,3'-Dimethoxybenzidine Dihydrochloride (CASRN 20325-40-0) in F344/N Rats (Drinking Water Studies)"	"Neoplastic Lesions"	"C99989"	"3,3'-Dimethoxybenzidine dihydrochloride"	"10776-A"	"http://ntp.niehs.nih.gov/go/TS-10776-A"	"Production of dyes"
"612-82-8"	"RATS ONLY: 0,30,70,150 PPM (70,45,75,70 PER GROUP RESPECTIVELY)"	"Brain"	"TR-390"	"ASTROCYTOMA 0/60 1/45 1/75 0/60; GLIOMA 0/60 0/45 1/75 1/60; MENINGIOMA 0/60 1/45 0/75 0/60"	"Equivocal Evidence"	"Female"	"Dosed-Water"	"Rats"	"Hazleton, Vienna"	"04/25/1990"	"Toxicology and Carcinogenesis Studies of 3,3'-Dimethylbenzidine Dihydrochloride (CASRN 612-82-8) in F344/N Rats (Drinking Water Studies)"	"May Have Been Related"	"C99990"	"3,3'-Dimethylbenzidine dihydrochloride"	"10894-N"	"http://ntp.niehs.nih.gov/go/TS-10894-N"	"Dye; chemical intermediate for azo dyes; curing agent for urethane resins"
"612-82-8"	"RATS ONLY: 0,30,70,150 PPM (70,45,75,70 PER GROUP RESPECTIVELY)"	"Brain"	"TR-390"	"GLIOMA 0/60 0/45 1/75 1/60; MENINGIOMA 0/60 0/45 0/75 1/60; MENINGEAL SARCOMA 0/60 0/45 1/75 0/60"	"Equivocal Evidence"	"Male"	"Dosed-Water"	"Rats"	"Hazleton, Vienna"	"04/25/1990"	"Toxicology and Carcinogenesis Studies of 3,3'-Dimethylbenzidine Dihydrochloride (CASRN 612-82-8) in F344/N Rats (Drinking Water Studies)"	"May Have Been Related"	"C99990"	"3,3'-Dimethylbenzidine dihydrochloride"	"10894-N"	"http://ntp.niehs.nih.gov/go/TS-10894-N"	"Dye; chemical intermediate for azo dyes; curing agent for urethane resins"
"612-82-8"	"RATS ONLY: 0,30,70,150 PPM (70,45,75,70 PER GROUP RESPECTIVELY)"	"Clitoral Gland"	"TR-390"	"ADENOMA 0/60 9/45 32/75 17/59 OR CARCINOMA 0/60 5/45 11/75 18/59 COMBINED 0/60 14/45 42/75 32/59"	"Clear Evidence"	"Female"	"Dosed-Water"	"Rats"	"Hazleton, Vienna"	"04/25/1990"	"Toxicology and Carcinogenesis Studies of 3,3'-Dimethylbenzidine Dihydrochloride (CASRN 612-82-8) in F344/N Rats (Drinking Water Studies)"	"Neoplastic Lesions"	"C99990"	"3,3'-Dimethylbenzidine dihydrochloride"	"10894-N"	"http://ntp.niehs.nih.gov/go/TS-10894-N"	"Dye; chemical intermediate for azo dyes; curing agent for urethane resins"
"612-82-8"	"RATS ONLY: 0,30,70,150 PPM (70,45,75,70 PER GROUP RESPECTIVELY)"	"Hematopoietic System"	"TR-390"	"MONONUCLEAR CELL LEUKEMIA 1/60 3/45 6/75 4/60"	"Equivocal Evidence"	"Female"	"Dosed-Water"	"Rats"	"Hazleton, Vienna"	"04/25/1990"	"Toxicology and Carcinogenesis Studies of 3,3'-Dimethylbenzidine Dihydrochloride (CASRN 612-82-8) in F344/N Rats (Drinking Water Studies)"	"May Have Been Related"	"C99990"	"3,3'-Dimethylbenzidine dihydrochloride"	"10894-N"	"http://ntp.niehs.nih.gov/go/TS-10894-N"	"Dye; chemical intermediate for azo dyes; curing agent for urethane resins"
"612-82-8"	"RATS ONLY: 0,30,70,150 PPM (70,45,75,70 PER GROUP RESPECTIVELY)"	"Intestines (Large)"	"TR-390"	"ADENOMATOUS POLYP 0/60 2/45 7/75 4/60 OR ADENOCARCINOMA 0/60 0/45 3/75 6/60 COMBINED 0/60 2/45 10/75 9/60"	"Clear Evidence"	"Female"	"Dosed-Water"	"Rats"	"Hazleton, Vienna"	"04/25/1990"	"Toxicology and Carcinogenesis Studies of 3,3'-Dimethylbenzidine Dihydrochloride (CASRN 612-82-8) in F344/N Rats (Drinking Water Studies)"	"Neoplastic Lesions"	"C99990"	"3,3'-Dimethylbenzidine dihydrochloride"	"10894-N"	"http://ntp.niehs.nih.gov/go/TS-10894-N"	"Dye; chemical intermediate for azo dyes; curing agent for urethane resins"
"612-82-8"	"RATS ONLY: 0,30,70,150 PPM (70,45,75,70 PER GROUP RESPECTIVELY)"	"Intestines (Large)"	"TR-390"	"ADENOMATOUS POLYP 0/60 0/45 7/75 10/60 OR ADENOCARCINOMA 0/60 0/45 3/75 15/60 COMBINED 0/60 0/45 10/75 23/75"	"Clear Evidence"	"Male"	"Dosed-Water"	"Rats"	"Hazleton, Vienna"	"04/25/1990"	"Toxicology and Carcinogenesis Studies of 3,3'-Dimethylbenzidine Dihydrochloride (CASRN 612-82-8) in F344/N Rats (Drinking Water Studies)"	"Neoplastic Lesions"	"C99990"	"3,3'-Dimethylbenzidine dihydrochloride"	"10894-N"	"http://ntp.niehs.nih.gov/go/TS-10894-N"	"Dye; chemical intermediate for azo dyes; curing agent for urethane resins"
"612-82-8"	"RATS ONLY: 0,30,70,150 PPM (70,45,75,70 PER GROUP RESPECTIVELY)"	"Liver"	"TR-390"	"NEOPLASTIC NODULE 0/60 0/45 7/74 3/60 OR CARCINOMA 0/60 0/45 1/74 1/60 COMBINED 0/60 0/45 7/74 4/60"	"Clear Evidence"	"Female"	"Dosed-Water"	"Rats"	"Hazleton, Vienna"	"04/25/1990"	"Toxicology and Carcinogenesis Studies of 3,3'-Dimethylbenzidine Dihydrochloride (CASRN 612-82-8) in F344/N Rats (Drinking Water Studies)"	"Neoplastic Lesions"	"C99990"	"3,3'-Dimethylbenzidine dihydrochloride"	"10894-N"	"http://ntp.niehs.nih.gov/go/TS-10894-N"	"Dye; chemical intermediate for azo dyes; curing agent for urethane resins"
"612-82-8"	"RATS ONLY: 0,30,70,150 PPM (70,45,75,70 PER GROUP RESPECTIVELY)"	"Liver"	"TR-390"	"NEOPLASTIC NODULE 0/60 0/45 29/75 26/60 OR CARCINOMA 0/60 0/45 12/75 12/60 COMBINED 0/60 0/45 35/75 33/60"	"Clear Evidence"	"Male"	"Dosed-Water"	"Rats"	"Hazleton, Vienna"	"04/25/1990"	"Toxicology and Carcinogenesis Studies of 3,3'-Dimethylbenzidine Dihydrochloride (CASRN 612-82-8) in F344/N Rats (Drinking Water Studies)"	"Neoplastic Lesions"	"C99990"	"3,3'-Dimethylbenzidine dihydrochloride"	"10894-N"	"http://ntp.niehs.nih.gov/go/TS-10894-N"	"Dye; chemical intermediate for azo dyes; curing agent for urethane resins"
"612-82-8"	"RATS ONLY: 0,30,70,150 PPM (70,45,75,70 PER GROUP RESPECTIVELY)"	"Lung"	"TR-390"	"ALVEOLAR/BRONCHIOLAR ADENOMA 1/60 1/45 3/74 3/60 OR ALVEOLAR/BRONCHIOLAR CARCINOMA 0/60 0/45 0/74 1/60 COMBINED 1/60 1/45 3/74 4/60"	"Clear Evidence"	"Female"	"Dosed-Water"	"Rats"	"Hazleton, Vienna"	"04/25/1990"	"Toxicology and Carcinogenesis Studies of 3,3'-Dimethylbenzidine Dihydrochloride (CASRN 612-82-8) in F344/N Rats (Drinking Water Studies)"	"Neoplastic Lesions"	"C99990"	"3,3'-Dimethylbenzidine dihydrochloride"	"10894-N"	"http://ntp.niehs.nih.gov/go/TS-10894-N"	"Dye; chemical intermediate for azo dyes; curing agent for urethane resins"
"612-82-8"	"RATS ONLY: 0,30,70,150 PPM (70,45,75,70 PER GROUP RESPECTIVELY)"	"Lung"	"TR-390"	"ALVEOLAR/BRONCHIOLAR ADENOMA 1/60 0/45 7/75 6/60 OR ALVEOLAR/BRONCHIOLAR CARCINOMA 0/60 0/45 1/75 0/60 COMBINED 1/60 0/45 8/75 6/60"	"Clear Evidence"	"Male"	"Dosed-Water"	"Rats"	"Hazleton, Vienna"	"04/25/1990"	"Toxicology and Carcinogenesis Studies of 3,3'-Dimethylbenzidine Dihydrochloride (CASRN 612-82-8) in F344/N Rats (Drinking Water Studies)"	"Neoplastic Lesions"	"C99990"	"3,3'-Dimethylbenzidine dihydrochloride"	"10894-N"	"http://ntp.niehs.nih.gov/go/TS-10894-N"	"Dye; chemical intermediate for azo dyes; curing agent for urethane resins"
"612-82-8"	"RATS ONLY: 0,30,70,150 PPM (70,45,75,70 PER GROUP RESPECTIVELY)"	"Mammary Gland"	"TR-390"	"ADENOCARCINOMA 0/60 1/45 3/75 6/60"	"Clear Evidence"	"Female"	"Dosed-Water"	"Rats"	"Hazleton, Vienna"	"04/25/1990"	"Toxicology and Carcinogenesis Studies of 3,3'-Dimethylbenzidine Dihydrochloride (CASRN 612-82-8) in F344/N Rats (Drinking Water Studies)"	"Neoplastic Lesions"	"C99990"	"3,3'-Dimethylbenzidine dihydrochloride"	"10894-N"	"http://ntp.niehs.nih.gov/go/TS-10894-N"	"Dye; chemical intermediate for azo dyes; curing agent for urethane resins"
"612-82-8"	"RATS ONLY: 0,30,70,150 PPM (70,45,75,70 PER GROUP RESPECTIVELY)"	"Mesothelium (Abdominal Cavity/Tunica Vaginalis)"	"TR-390"	"MESOTHELIOMA 0/60 0/45 3/75 4/60"	"Clear Evidence"	"Male"	"Dosed-Water"	"Rats"	"Hazleton, Vienna"	"04/25/1990"	"Toxicology and Carcinogenesis Studies of 3,3'-Dimethylbenzidine Dihydrochloride (CASRN 612-82-8) in F344/N Rats (Drinking Water Studies)"	"Neoplastic Lesions"	"C99990"	"3,3'-Dimethylbenzidine dihydrochloride"	"10894-N"	"http://ntp.niehs.nih.gov/go/TS-10894-N"	"Dye; chemical intermediate for azo dyes; curing agent for urethane resins"
"612-82-8"	"RATS ONLY: 0,30,70,150 PPM (70,45,75,70 PER GROUP RESPECTIVELY)"	"Oral Cavity"	"TR-390"	"SQUAMOUS CELL PAPILLOMA 0/60 3/45 7/75 9/60 OR SQUAMOUS CELL CARCINOMA 0/60 1/45 2/75 4/60 COMBINED 0/60 3/45 9/75 13/60"	"Clear Evidence"	"Female"	"Dosed-Water"	"Rats"	"Hazleton, Vienna"	"04/25/1990"	"Toxicology and Carcinogenesis Studies of 3,3'-Dimethylbenzidine Dihydrochloride (CASRN 612-82-8) in F344/N Rats (Drinking Water Studies)"	"Neoplastic Lesions"	"C99990"	"3,3'-Dimethylbenzidine dihydrochloride"	"10894-N"	"http://ntp.niehs.nih.gov/go/TS-10894-N"	"Dye; chemical intermediate for azo dyes; curing agent for urethane resins"
"612-82-8"	"RATS ONLY: 0,30,70,150 PPM (70,45,75,70 PER GROUP RESPECTIVELY)"	"Oral Cavity"	"TR-390"	"SQUAMOUS CELL PAPILLOMA 0/60 0/45 3/75 2/60 OR SQUAMOUS CELL CARCINOMA 0/60 0/45 1/75 3/60 COMBINED 0/60 0/45 4/75 5/60"	"Clear Evidence"	"Male"	"Dosed-Water"	"Rats"	"Hazleton, Vienna"	"04/25/1990"	"Toxicology and Carcinogenesis Studies of 3,3'-Dimethylbenzidine Dihydrochloride (CASRN 612-82-8) in F344/N Rats (Drinking Water Studies)"	"Neoplastic Lesions"	"C99990"	"3,3'-Dimethylbenzidine dihydrochloride"	"10894-N"	"http://ntp.niehs.nih.gov/go/TS-10894-N"	"Dye; chemical intermediate for azo dyes; curing agent for urethane resins"
"612-82-8"	"RATS ONLY: 0,30,70,150 PPM (70,45,75,70 PER GROUP RESPECTIVELY)"	"Preputial Gland"	"TR-390"	"ADENOMA 2/60 4/45 4/75 8/60 OR CARCINOMA 0/60 0/45 2/75 1/60 COMBINED 2/60 4/45 6/75 9/60"	"Clear Evidence"	"Male"	"Dosed-Water"	"Rats"	"Hazleton, Vienna"	"04/25/1990"	"Toxicology and Carcinogenesis Studies of 3,3'-Dimethylbenzidine Dihydrochloride (CASRN 612-82-8) in F344/N Rats (Drinking Water Studies)"	"Neoplastic Lesions"	"C99990"	"3,3'-Dimethylbenzidine dihydrochloride"	"10894-N"	"http://ntp.niehs.nih.gov/go/TS-10894-N"	"Dye; chemical intermediate for azo dyes; curing agent for urethane resins"
"612-82-8"	"RATS ONLY: 0,30,70,150 PPM (70,45,75,70 PER GROUP RESPECTIVELY)"	"Skin"	"TR-390"	"BASAL CELL ADENOMA 0/60 3/45 5/75 5/60 OR BASAL CELL CARCINOMA 0/60 0/45 5/75 4/60 COMBINED 0/60 3/45 10/75 9/60; SQUAMOUS CELL PAPILLOMA 0/60 1/45 6/75 5/60 OR SQUAMOUS CELL CARCINOMA 0/60 2/45 4/75 7/60 COMBINED 0/60 3/45 9/75 12/60"	"Clear Evidence"	"Female"	"Dosed-Water"	"Rats"	"Hazleton, Vienna"	"04/25/1990"	"Toxicology and Carcinogenesis Studies of 3,3'-Dimethylbenzidine Dihydrochloride (CASRN 612-82-8) in F344/N Rats (Drinking Water Studies)"	"Neoplastic Lesions"	"C99990"	"3,3'-Dimethylbenzidine dihydrochloride"	"10894-N"	"http://ntp.niehs.nih.gov/go/TS-10894-N"	"Dye; chemical intermediate for azo dyes; curing agent for urethane resins"
"612-82-8"	"RATS ONLY: 0,30,70,150 PPM (70,45,75,70 PER GROUP RESPECTIVELY)"	"Skin"	"TR-390"	"BASAL CELL ADENOMA 0/60 10/45 52/75 29/60 OR BASAL CELL CARCINOMA 0/60 1/45 4/75 2/60 COMBINED 0/60 11/45 54/75 30/60; SEBACEOUS GLAND ADENOMA 0/60 0/45 7/75 5/60; KERATOACANTHOMA 1/60 1/45 8/75 5/60; SQUAMOUS CELL PAPILLOMA 0/60 0/45 8/75 15/60 OR SQUAMOUS CELL CARCINOMA 0/60 2/45 10/75 13/60 COMBINED 0/60 2/45 17/75 27/60"	"Clear Evidence"	"Male"	"Dosed-Water"	"Rats"	"Hazleton, Vienna"	"04/25/1990"	"Toxicology and Carcinogenesis Studies of 3,3'-Dimethylbenzidine Dihydrochloride (CASRN 612-82-8) in F344/N Rats (Drinking Water Studies)"	"Neoplastic Lesions"	"C99990"	"3,3'-Dimethylbenzidine dihydrochloride"	"10894-N"	"http://ntp.niehs.nih.gov/go/TS-10894-N"	"Dye; chemical intermediate for azo dyes; curing agent for urethane resins"
"612-82-8"	"RATS ONLY: 0,30,70,150 PPM (70,45,75,70 PER GROUP RESPECTIVELY)"	"Zymbal Gland"	"TR-390"	"ADENOMA 0/60 4/45 11/75 12/60 OR CARCINOMA 0/60 2/45 22/75 35/60 COMBINED 0/57 6/45 32/75 42/60"	"Clear Evidence"	"Female"	"Dosed-Water"	"Rats"	"Hazleton, Vienna"	"04/25/1990"	"Toxicology and Carcinogenesis Studies of 3,3'-Dimethylbenzidine Dihydrochloride (CASRN 612-82-8) in F344/N Rats (Drinking Water Studies)"	"Neoplastic Lesions"	"C99990"	"3,3'-Dimethylbenzidine dihydrochloride"	"10894-N"	"http://ntp.niehs.nih.gov/go/TS-10894-N"	"Dye; chemical intermediate for azo dyes; curing agent for urethane resins"
"612-82-8"	"RATS ONLY: 0,30,70,150 PPM (70,45,75,70 PER GROUP RESPECTIVELY)"	"Zymbal Gland"	"TR-390"	"ADENOMA 1/60 1/45 13/75 16/60 OR CARCINOMA 0/60 2/45 21/75 23/60 COMBINED 1/60 3/45 32/75 36/60"	"Clear Evidence"	"Male"	"Dosed-Water"	"Rats"	"Hazleton, Vienna"	"04/25/1990"	"Toxicology and Carcinogenesis Studies of 3,3'-Dimethylbenzidine Dihydrochloride (CASRN 612-82-8) in F344/N Rats (Drinking Water Studies)"	"Neoplastic Lesions"	"C99990"	"3,3'-Dimethylbenzidine dihydrochloride"	"10894-N"	"http://ntp.niehs.nih.gov/go/TS-10894-N"	"Dye; chemical intermediate for azo dyes; curing agent for urethane resins"
"602-87-9"	"R: 0,.12,.24, MM: 0,.06,.12 (AVG), FM: 0,.05,.12 (AVG) %/50 PER GROUP"	""	"TR-118"	""	"Negative"	"Male"	"Dosed-Feed"	"Mice"	"T.S.I. Mason Laboratories, Inc."	"06/29/1978"	"Bioassay of 5-Nitroacenaphthene for Possible Carcinogenicity (CASRN 602-87-9)"	""	"C01967"	"5-Nitroacenaphthene"	"10644-N"	"http://ntp.niehs.nih.gov/go/TS-10644-N"	"Research chemical; in Japan as intermediate for dyes in detergents"
"602-87-9"	"R: 0,.12,.24, MM: 0,.06,.12 (AVG), FM: 0,.05,.12 (AVG) %/50 PER GROUP"	"Clitoral Gland"	"TR-118"	"(CARCINOMA)"	"Positive"	"Female"	"Dosed-Feed"	"Rats"	"T.S.I. Mason Laboratories, Inc."	"06/29/1978"	"Bioassay of 5-Nitroacenaphthene for Possible Carcinogenicity (CASRN 602-87-9)"	"Neoplastic Lesions"	"C01967"	"5-Nitroacenaphthene"	"10644-N"	"http://ntp.niehs.nih.gov/go/TS-10644-N"	"Research chemical; in Japan as intermediate for dyes in detergents"
"602-87-9"	"R: 0,.12,.24, MM: 0,.06,.12 (AVG), FM: 0,.05,.12 (AVG) %/50 PER GROUP"	"Liver"	"TR-118"	"(CARCINOMA)"	"Positive"	"Female"	"Dosed-Feed"	"Mice"	"T.S.I. Mason Laboratories, Inc."	"06/29/1978"	"Bioassay of 5-Nitroacenaphthene for Possible Carcinogenicity (CASRN 602-87-9)"	"Neoplastic Lesions"	"C01967"	"5-Nitroacenaphthene"	"10644-N"	"http://ntp.niehs.nih.gov/go/TS-10644-N"	"Research chemical; in Japan as intermediate for dyes in detergents"
"602-87-9"	"R: 0,.12,.24, MM: 0,.06,.12 (AVG), FM: 0,.05,.12 (AVG) %/50 PER GROUP"	"Lung"	"TR-118"	"(ALVEOLAR/BRONCHIOLAR ADENOMA OR CARCINOMA)"	"Positive"	"Female"	"Dosed-Feed"	"Rats"	"T.S.I. Mason Laboratories, Inc."	"06/29/1978"	"Bioassay of 5-Nitroacenaphthene for Possible Carcinogenicity (CASRN 602-87-9)"	"Neoplastic Lesions"	"C01967"	"5-Nitroacenaphthene"	"10644-N"	"http://ntp.niehs.nih.gov/go/TS-10644-N"	"Research chemical; in Japan as intermediate for dyes in detergents"
"602-87-9"	"R: 0,.12,.24, MM: 0,.06,.12 (AVG), FM: 0,.05,.12 (AVG) %/50 PER GROUP"	"Lung"	"TR-118"	"(ALVEOLAR/BRONCHIOLAR ADENOMA OR CARCINOMA)"	"Positive"	"Male"	"Dosed-Feed"	"Rats"	"T.S.I. Mason Laboratories, Inc."	"06/29/1978"	"Bioassay of 5-Nitroacenaphthene for Possible Carcinogenicity (CASRN 602-87-9)"	"Neoplastic Lesions"	"C01967"	"5-Nitroacenaphthene"	"10644-N"	"http://ntp.niehs.nih.gov/go/TS-10644-N"	"Research chemical; in Japan as intermediate for dyes in detergents"
"602-87-9"	"R: 0,.12,.24, MM: 0,.06,.12 (AVG), FM: 0,.05,.12 (AVG) %/50 PER GROUP"	"Mammary Gland"	"TR-118"	"(ADENOCARCINOMA)"	"Positive"	"Female"	"Dosed-Feed"	"Rats"	"T.S.I. Mason Laboratories, Inc."	"06/29/1978"	"Bioassay of 5-Nitroacenaphthene for Possible Carcinogenicity (CASRN 602-87-9)"	"Neoplastic Lesions"	"C01967"	"5-Nitroacenaphthene"	"10644-N"	"http://ntp.niehs.nih.gov/go/TS-10644-N"	"Research chemical; in Japan as intermediate for dyes in detergents"
"602-87-9"	"R: 0,.12,.24, MM: 0,.06,.12 (AVG), FM: 0,.05,.12 (AVG) %/50 PER GROUP"	"Ovary"	"TR-118"	"(TUBULAR CELL ADENOMA OR GRANULOSA CELL TUMOR OR LUTEOMA)"	"Positive"	"Female"	"Dosed-Feed"	"Mice"	"T.S.I. Mason Laboratories, Inc."	"06/29/1978"	"Bioassay of 5-Nitroacenaphthene for Possible Carcinogenicity (CASRN 602-87-9)"	"Neoplastic Lesions"	"C01967"	"5-Nitroacenaphthene"	"10644-N"	"http://ntp.niehs.nih.gov/go/TS-10644-N"	"Research chemical; in Japan as intermediate for dyes in detergents"
"602-87-9"	"R: 0,.12,.24, MM: 0,.06,.12 (AVG), FM: 0,.05,.12 (AVG) %/50 PER GROUP"	"Zymbal Gland"	"TR-118"	"(CARCINOMA)"	"Positive"	"Female"	"Dosed-Feed"	"Rats"	"T.S.I. Mason Laboratories, Inc."	"06/29/1978"	"Bioassay of 5-Nitroacenaphthene for Possible Carcinogenicity (CASRN 602-87-9)"	"Neoplastic Lesions"	"C01967"	"5-Nitroacenaphthene"	"10644-N"	"http://ntp.niehs.nih.gov/go/TS-10644-N"	"Research chemical; in Japan as intermediate for dyes in detergents"
"602-87-9"	"R: 0,.12,.24, MM: 0,.06,.12 (AVG), FM: 0,.05,.12 (AVG) %/50 PER GROUP"	"Zymbal Gland"	"TR-118"	"(CARCINOMA)"	"Positive"	"Male"	"Dosed-Feed"	"Rats"	"T.S.I. Mason Laboratories, Inc."	"06/29/1978"	"Bioassay of 5-Nitroacenaphthene for Possible Carcinogenicity (CASRN 602-87-9)"	"Neoplastic Lesions"	"C01967"	"5-Nitroacenaphthene"	"10644-N"	"http://ntp.niehs.nih.gov/go/TS-10644-N"	"Research chemical; in Japan as intermediate for dyes in detergents"
"7008-42-6"	"R: 0,3.75,7.5,15, M: 0,2,6,12.5,25 MG/KG/35 PER GROUP"	""	"TR-049"	""	"Inadequate Study"	"Female"	"Intraperitoneal Injection"	"Mice"	"Southern Research Institute"	"03/07/1978"	"Bioassay of Acronycine for Possible Carcinogenicity (CASRN 7008-42-6)"	""	"C01536"	"Acronycine"	"C01536"	"http://ntp.niehs.nih.gov/go/TS-C01536"	"Anticancer drug"
